TLOC,SEXO,EDAD_V,NIV,Ser_indig,Distancia,Ingreso,Edu_fin,Tener_conyuge,Primaria,Secundaria,Preparatoria,Carrera,Afore,Seguro,Credito,Empenio,Amistad,Familiar,Microfinanza,Credit_Fintech,Nomina_Cuenta,Cuenta_Fintech
1,0,64,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,61,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,79,0,1,30,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,57,3,0,20,3200,,0,0,1,0,0,0,0,,1,0,0,0,0,,0
1,1,45,8,0,40,12000,,0,0,0,0,1,1,0,,0,0,0,0,0,1,0
1,1,64,8,0,30,26000,,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,1,45,0,1,,4000,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,46,2,1,,5600,0,0,1,0,0,0,1,0,,0,1,0,0,0,,0
1,0,68,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,80,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,32,6,1,0,2800,,0,0,0,1,0,1,0,,0,0,0,0,0,,0
1,0,62,5,0,5,24700,,0,0,0,1,0,1,1,,0,0,0,0,0,1,0
1,1,84,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,44,10,1,0,14000,,1,0,0,0,1,1,1,,0,0,0,0,0,1,0
0,0,55,3,1,,6400,,0,0,1,0,0,1,0,,0,0,0,0,0,,0
0,0,54,3,1,15,1200,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,75,6,0,25,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,1,30,3,0,,4800,0,1,0,1,0,0,1,0,,0,0,0,0,0,,0
1,0,30,8,0,20,0,,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,44,8,0,30,12000,,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
1,1,56,3,1,30,250,,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,24,3,1,5,1200,,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,35,6,0,20,9000,,0,0,0,1,0,1,0,,0,0,0,0,0,1,0
1,0,26,3,0,,0,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,68,2,0,,8166.666667,,0,1,0,0,0,0,1,,0,0,0,0,0,0,0
1,1,59,6,0,20,6000,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,1,54,2,1,,4000,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,38,2,0,,7200,,0,1,0,0,0,0,0,,0,1,0,0,0,,0
0,0,30,2,0,45,0,0,1,1,0,0,0,0,0,,0,0,1,0,0,,0
0,1,53,7,0,,20000,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,0,42,2,1,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,52,0,1,30,4800,,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,31,3,1,40,6400,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,50,3,0,20,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,39,0,1,,8800,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,32,6,0,30,3200,,1,0,0,1,0,1,0,,0,0,0,0,0,0,0
1,0,30,3,0,20,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,62,3,1,30,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,66,2,0,30,2000,,0,1,0,0,0,0,1,,0,0,0,0,0,0,0
1,0,60,3,1,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,57,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,35,3,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,49,2,0,,8000,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,38,8,0,5,8000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1,1,42,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,51,3,1,30,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,52,2,1,,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,,0
0,1,26,2,1,,666.6666667,0,1,1,0,0,0,1,1,,0,1,0,0,0,,0
0,0,59,2,0,,0,,0,1,0,0,0,0,0,1,0,1,1,0,0,,0
1,0,22,3,0,,3600,,1,0,1,0,0,0,0,0,0,0,0,1,0,,0
0,0,60,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,55,2,0,,1520,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
0,1,62,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,39,3,1,,6000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,58,2,1,,10000,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,22,6,0,20,4800,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
0,1,67,2,1,40,1200,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,42,2,0,,8000,,0,1,0,0,0,1,1,,0,0,0,0,0,1,0
1,1,46,2,0,25,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,48,2,0,20,5000,,1,1,0,0,0,0,0,,1,0,0,0,0,0,0
1,0,34,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,45,2,1,3,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,22,6,1,0,10000,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,32,3,0,20,0,0,0,0,1,0,0,1,0,,0,1,1,0,0,0,1
1,1,65,3,0,5,0,,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
1,1,77,2,0,15,6000,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,1,54,3,1,0,4000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,55,2,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
0,0,45,6,1,,0,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,61,10,0,30,22000,0,0,0,0,0,1,1,1,,0,0,0,0,0,1,0
1,0,52,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,19,6,0,40,0,,1,0,0,1,0,0,0,,0,0,0,0,0,1,0
1,0,65,0,0,,0,,0,0,0,0,0,0,0,,0,0,1,0,0,,0
1,1,62,6,0,40,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,41,3,0,0,3000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,21,6,0,,7200,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,34,3,1,0,0,,0,0,1,0,0,1,0,,0,0,0,0,0,0,0
1,1,64,2,0,,4000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
0,0,70,0,1,15,1200,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,57,3,1,,2400,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,97,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,50,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,50,0,1,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,82,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0
1,0,25,6,1,,0,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,22,6,0,,1500,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,46,6,0,,10000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,35,2,1,,2800,0,1,1,0,0,0,1,0,,0,1,1,0,0,,0
1,0,45,2,1,,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,,0
1,1,64,3,0,5,4000,,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,1,66,2,0,30,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,38,0,1,,3600,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,26,2,0,,6800,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,38,6,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,59,3,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0
0,1,52,7,0,,10000,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,24,3,1,,0,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,52,3,1,30,0,,0,0,1,0,0,1,0,,0,0,0,0,0,0,0
1,1,57,2,1,,6000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,20,6,0,,6000,0,1,0,0,1,0,1,0,,0,0,0,0,0,1,0
1,0,87,0,1,30,400,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,71,2,0,15,3000,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,59,2,0,,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0
1,1,29,8,1,,14000,,1,0,0,0,1,1,1,,0,0,0,0,0,1,0
1,1,53,3,1,0,7000,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,24,8,0,10,9000,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1,0,94,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,26,0,0,,0,,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,44,2,0,40,3333.333333,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,85,2,0,15,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,1,33,3,1,,4000,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,45,8,1,30,8000,,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
1,0,54,2,1,,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
1,1,50,3,1,10,800,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,19,6,1,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,59,3,0,,4400,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,0
0,1,53,3,0,15,0,,0,0,1,0,0,0,1,,0,0,0,0,0,0,0
1,1,70,2,1,30,2000,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0
0,0,47,2,0,5,6000,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,48,3,0,,10000,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,18,8,1,,0,,1,0,0,0,1,0,0,,0,0,1,0,0,,0
1,0,41,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,23,6,1,,3200,,1,0,0,1,0,1,0,,0,0,0,0,0,,0
1,0,24,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,33,3,0,0,14000,,0,0,1,0,0,1,0,,0,0,0,0,0,,0
1,0,25,3,0,0,1600,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,62,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,52,5,1,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,55,2,0,,8000,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,28,3,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,,0
1,0,24,3,1,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,63,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,33,2,0,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,44,6,0,30,14000,1,1,0,0,1,0,0,1,,0,0,0,0,0,1,0
1,0,47,3,0,,0,,0,0,1,0,0,0,1,,0,0,1,0,0,0,0
0,0,43,10,0,,3200,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,0
1,1,43,0,1,,800,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,42,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,47,0,0,0,4000,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
0,1,48,3,1,,12000,0,0,0,1,0,0,1,0,,0,0,0,0,0,,0
1,0,37,8,1,,8000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,69,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,55,6,0,0,15000,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
0,0,46,8,0,25,2600,0,0,0,0,0,1,0,0,1,0,1,1,0,0,,0
0,0,25,8,0,30,1200,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
1,0,30,6,0,30,2400,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
1,1,41,3,1,,4800,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,1,65,0,1,,2800,,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,53,0,0,0,12000,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,44,3,0,20,0,,0,0,1,0,0,1,0,,0,0,0,0,0,,0
1,1,83,0,0,,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0
1,0,62,3,1,30,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,,0
1,1,44,3,1,30,5000,0,1,0,1,0,0,1,0,,0,0,1,0,0,0,0
1,1,31,3,1,,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,44,3,0,20,0,,0,0,1,0,0,0,0,,0,0,1,0,0,0,0
1,0,37,3,1,0,1400,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,73,2,0,10,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,47,3,1,30,0,0,1,0,1,0,0,0,0,,1,0,0,0,0,,0
0,1,40,3,1,,8000,,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,73,0,1,40,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,48,8,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0
1,0,30,3,0,,4800,0,1,0,1,0,0,0,0,,0,1,0,0,0,,0
1,0,73,2,1,,7120,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,68,3,1,20,12000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,18,8,0,40,4800,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0
1,1,19,0,1,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,24,8,0,40,5000,,1,0,0,0,1,1,1,,0,0,0,0,0,1,0
1,0,38,3,1,15,3000,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,1,18,6,0,,6000,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,86,0,1,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,18,6,0,,4000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,29,3,1,0,4800,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1,1,50,2,0,15,4800,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,74,2,1,,0,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0
1,1,71,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,21,6,0,,6000,,1,0,0,1,0,0,0,,0,0,1,0,0,,0
1,0,39,0,1,0,3200,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0
1,0,41,2,1,30,6400,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0
1,0,29,3,0,30,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,67,0,1,20,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,25,2,0,0,6000,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1,0,44,3,0,30,2800,1,0,0,1,0,0,0,1,0,0,1,1,1,0,,0
1,1,63,2,0,,8000,,0,1,0,0,0,1,0,,0,0,1,0,0,0,0
0,1,49,3,0,,8000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,27,8,1,15,0,,0,0,0,0,1,0,0,,0,0,0,0,0,0,0
0,0,40,3,0,,12000,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,19,2,1,,6000,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,20,3,1,,12000,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,51,3,0,5,12000,0,1,0,1,0,0,1,0,,1,1,1,0,0,1,0
0,0,25,3,1,,8000,,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,1,18,6,0,,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,56,2,0,,10000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,70,0,0,15,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,45,2,1,,7200,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,20,2,1,40,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,,0
1,0,38,8,1,30,0,,0,0,0,0,1,0,0,,1,0,0,0,0,0,0
1,1,75,2,1,5,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,34,8,0,,0,0,1,0,0,0,1,0,1,,0,0,0,0,0,1,0
0,1,21,8,0,5,4800,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1,1,37,3,1,,6000,,0,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,1,41,2,1,,18000,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,59,2,0,,7200,0,0,1,0,0,0,1,0,,0,0,0,0,0,,0
0,0,41,3,0,,6000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,56,6,0,15,20000,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,23,6,0,,9200,,1,0,0,1,0,1,1,,0,0,1,0,0,1,0
1,0,28,7,0,45,8000,,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1,87,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,56,3,1,,2000,,1,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,67,2,0,30,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,31,6,0,15,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,,0
1,0,35,0,1,40,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,55,3,1,,0,0,0,0,1,0,0,0,0,,0,1,1,0,0,,0
1,1,48,2,1,,3200,,0,1,0,0,0,1,0,,0,0,0,0,0,,0
0,0,82,2,1,5,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,34,7,1,,4000,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,51,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,80,0,1,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0
0,1,24,8,0,,8000,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,50,3,1,,300,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,60,2,0,,6000,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
0,0,36,3,0,,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,31,3,0,,6000,0,1,0,1,0,0,1,1,,0,0,0,0,0,1,0
1,1,28,2,1,,4000,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,44,3,0,,1600,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,1,51,2,1,,4000,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1,0,42,3,0,20,0,,0,0,1,0,0,0,0,,0,0,1,0,0,0,0
1,1,64,2,1,,300,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,32,3,0,,8000,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,19,8,0,40,0,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
1,0,83,2,1,10,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,42,8,0,20,8000,0,0,0,0,0,1,1,0,,0,1,1,0,0,1,0
0,0,36,3,0,,0,,1,0,1,0,0,0,0,1,0,0,0,0,0,,0
1,0,21,6,1,20,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,78,2,1,30,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,90,2,0,,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,50,6,1,,6000,0,0,0,0,1,0,1,0,,0,1,1,0,0,,0
0,0,40,2,0,,4000,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,46,2,0,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,66,2,0,40,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0
1,1,69,6,0,,1600,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,0,43,8,0,20,3600,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,1,62,6,0,15,20000,,0,0,0,1,0,0,1,,0,0,0,0,0,,0
0,0,70,2,1,0,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,49,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,19,6,0,5,1200,,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,0,47,3,0,,2600,0,0,0,1,0,0,1,0,,0,0,1,0,0,,0
1,1,24,3,0,,14000,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0
0,0,29,5,1,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,52,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,36,3,0,,7200,,1,0,1,0,0,1,0,1,0,0,1,0,0,,0
0,1,54,2,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,32,2,0,30,10000,,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
0,0,49,8,0,20,14600,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1,1,28,6,0,15,8000,,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
1,1,44,3,1,0,12000,,1,0,1,0,0,1,0,,0,0,0,0,0,1,0
0,1,36,3,0,20,12000,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,62,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,45,2,1,,3200,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,55,3,0,,0,,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,0,27,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,28,6,0,5,7200,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,51,2,1,38,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,52,2,1,,5000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,20,6,0,,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,1
1,0,75,2,1,20,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,32,6,0,,20000,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,21,8,0,,0,,0,0,0,0,1,0,0,,0,0,0,0,0,0,0
0,0,44,3,0,30,7600,,1,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,0,62,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,20,6,0,,8800,0,1,0,0,1,0,0,0,,0,0,1,0,0,1,0
1,0,34,3,1,,7400,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,1,46,0,0,,6000,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,37,8,0,20,8000,,0,0,0,0,1,1,0,,0,0,0,0,0,1,0
0,0,71,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,39,2,1,,9600,,0,1,0,0,0,1,0,,0,1,0,0,0,0,0
1,0,70,2,0,25,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,0,32,8,0,10,6000,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,30,3,0,10,0,,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,69,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,35,0,0,,5000,,1,0,0,0,0,0,0,,0,0,0,0,0,,0
0,0,46,2,0,,6000,1,0,1,0,0,0,1,0,,0,1,1,0,0,0,0
1,0,24,3,0,,0,,1,0,1,0,0,0,0,,0,0,1,0,0,0,1
1,1,29,6,0,,6400,,1,0,0,1,0,1,0,1,0,0,0,0,0,,0
1,1,42,3,0,,4000,0,0,0,1,0,0,1,0,,0,0,0,0,0,,0
1,1,70,3,0,20,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,35,3,0,0,1600,0,0,0,1,0,0,0,0,,0,1,1,0,0,0,0
0,1,19,3,1,0,6400,0,1,0,1,0,0,0,0,,0,1,1,0,0,1,0
1,0,40,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,67,2,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
0,0,41,6,0,10,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,1,84,2,1,,0,,0,1,0,0,0,1,0,,0,0,0,0,0,0,0
0,0,54,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,18,6,0,30,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,22,3,1,,12000,,1,0,1,0,0,0,0,,0,0,0,0,0,1,0
1,1,58,3,0,,6000,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,75,2,1,20,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,62,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,29,2,1,,4000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,23,6,0,30,2000,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,55,2,1,,1200,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,87,2,0,30,4000,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,0,69,2,1,5,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,42,3,0,0,0,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,43,3,1,,6000,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,41,2,0,,3000,0,1,1,0,0,0,0,0,,0,1,1,0,0,,0
0,1,55,2,1,,3600,0,0,1,0,0,0,0,0,1,0,1,1,0,0,,0
0,1,56,6,0,35,14000,,0,0,0,1,0,1,0,,0,0,0,0,0,1,0
1,0,34,3,1,0,0,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,25,3,0,15,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
1,1,51,3,0,,6000,,0,0,1,0,0,1,0,,0,0,1,0,0,,0
1,0,19,6,1,,4000,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,33,6,1,,6000,0,0,0,0,1,0,1,0,,0,1,0,0,0,,0
