TLOC,SEXO,EDAD_V,NIV,Ser_indig,Distancia,Ingreso,Edu_fin,Tener_conyuge,Primaria,Secundaria,Preparatoria,Carrera,Afore,Seguro,Credito,Empenio,Amistad,Familiar,Microfinanza,Credit_Fintech,Nomina_Cuenta,Cuenta_Fintech
1,1,70,2,1,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,21,3,0,,8000,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1,0,26,6,0,15,800,,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,0,63,0,1,,0,,1,0,0,0,0,1,0,,0,1,0,0,0,,0
1,0,65,2,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,65,6,0,10,7200,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,70,3,1,0,0,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,37,2,0,15,5600,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,42,6,0,20,8000,,0,0,0,1,0,1,0,,0,0,0,0,0,1,0
1,1,56,3,1,,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
0,0,72,3,1,10,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0
1,0,38,8,0,,0,,0,0,0,0,1,1,0,,0,0,0,0,0,1,0
1,0,34,6,1,0,2000,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,1,18,3,0,,0,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,20,3,0,30,0,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,65,2,1,,2000,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,20,6,1,,416.6666667,0,1,0,0,1,0,0,0,,0,0,1,0,0,,0
1,0,65,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,41,3,0,,4000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,33,3,0,5,6000,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0
1,0,57,2,1,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,44,3,1,,7200,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
0,1,53,2,0,,14000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,31,3,0,5,8000,0,1,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,1,72,2,0,20,2400,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,35,3,0,,0,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,26,3,1,,4800,0,1,0,1,0,0,1,0,,0,0,0,0,0,,0
0,1,51,2,1,,15600,,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
0,1,37,8,0,30,12000,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1,0,51,2,0,,6080,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,27,3,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,29,8,0,20,0,,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
1,0,34,3,1,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,48,3,1,,12000,,0,0,1,0,0,1,0,,0,0,0,0,0,,0
0,1,49,2,0,,8000,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,38,6,0,0,6000,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,0,44,3,0,,0,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,54,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,22,6,0,20,10000,0,1,0,0,1,0,1,0,1,0,0,0,0,0,,0
0,0,40,3,0,,0,0,0,0,1,0,0,0,0,,0,1,1,0,0,,0
1,1,64,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,71,0,1,30,6000,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,49,2,1,,150,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,73,2,1,,2800,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,58,3,1,,8000,,1,0,1,0,0,0,0,1,0,0,0,0,0,,0
1,1,33,2,0,,11200,1,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,1,77,3,0,10,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,1,28,3,1,,5200,,1,0,1,0,0,1,1,,0,0,0,0,0,1,0
1,0,65,3,1,,0,,0,0,1,0,0,1,0,,0,0,0,0,0,0,0
1,0,49,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,45,2,0,,14000,0,0,1,0,0,0,0,0,,0,0,1,0,0,,0
1,0,30,0,1,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,19,6,0,15,7500,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0,19,6,1,,6000,0,1,0,0,1,0,0,0,1,0,0,1,0,0,,0
1,1,76,2,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0
0,1,24,8,0,,14000,0,1,0,0,0,1,1,0,,0,0,0,0,0,,0
1,1,53,2,0,,6000,0,1,1,0,0,0,0,0,,0,1,0,0,0,,0
1,1,19,6,0,,0,,1,0,0,1,0,0,0,,0,1,0,0,0,,0
0,1,61,8,0,10,0,,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
1,1,55,8,1,15,14000,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1,1,36,2,1,,3600,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,46,2,0,20,7200,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,75,2,1,5,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,34,3,0,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,24,3,0,,6000,,1,0,1,0,0,0,0,,0,1,1,0,0,0,0
0,0,25,6,0,,6000,,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
1,1,56,3,1,,8000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,27,6,0,15,20000,,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
0,0,29,6,0,20,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,1,28,8,1,20,6000,,1,0,0,0,1,0,0,,0,0,0,0,0,0,1
0,0,46,2,0,,0,0,1,1,0,0,0,0,0,,0,0,1,0,0,,0
1,1,61,2,1,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,23,8,1,40,4000,,1,0,0,0,1,0,0,,0,0,0,0,0,0,1
0,1,49,3,0,20,8800,,0,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,0,73,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,24,3,0,10,0,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0
1,0,39,8,0,,0,,0,0,0,0,1,1,0,,0,0,0,0,0,,0
0,1,65,2,1,,12000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,77,5,0,30,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,72,2,1,,0,0,1,1,0,0,0,0,0,,0,1,0,0,0,0,0
1,1,42,8,0,15,20000,,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
0,0,37,8,0,10,14000,,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0
1,0,50,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,18,6,0,,7200,0,1,0,0,1,0,0,0,,1,1,0,0,0,,0
1,1,28,2,1,,7200,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,20,3,0,,3200,,1,0,1,0,0,0,0,1,0,0,0,0,0,,0
1,1,80,2,0,,6000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,33,3,1,0,2400,0,0,0,1,0,0,0,0,,0,1,1,0,0,0,0
1,1,44,2,1,,6000,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,28,2,1,,8000,,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
1,0,23,6,0,,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,,0
1,1,37,3,0,,4800,,0,0,1,0,0,1,0,,0,0,0,0,0,0,0
1,0,20,2,0,,0,0,1,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,29,8,0,,8800,0,1,0,0,0,1,1,0,,0,0,1,0,0,1,0
1,0,48,0,1,,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,,0
1,0,97,0,1,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,36,2,1,,1200,0,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,1,34,3,0,,12000,,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
0,0,37,6,1,20,12000,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0
1,0,36,2,0,20,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,,0
0,1,33,3,0,,8000,,0,0,1,0,0,0,0,,0,1,1,0,0,,0
1,0,48,2,0,,7200,,0,1,0,0,0,1,0,1,0,1,1,0,0,,0
1,1,55,2,1,0,4800,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,53,2,0,,16000,,0,1,0,0,0,0,0,,0,0,1,0,0,,0
1,0,32,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,35,3,1,30,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,30,2,1,0,18000,,1,1,0,0,0,1,0,,0,0,0,0,0,0,0
0,0,54,3,1,,4000,,0,0,1,0,0,0,0,0,0,0,1,1,0,,0
0,1,45,2,1,,7200,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,52,2,1,30,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,47,6,1,,6000,0,0,0,0,1,0,0,0,,0,0,1,0,0,,0
1,1,85,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,65,2,0,15,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,58,3,1,0,10000,,1,0,1,0,0,1,0,1,0,0,0,0,0,,0
1,0,64,2,0,30,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,88,99,0,40,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0
0,1,52,8,1,,7500,,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
0,0,23,8,0,,10000,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1,0,85,2,0,20,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,58,3,1,,6800,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
0,0,39,2,1,,4000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,41,10,1,1,12000,0,0,0,0,0,1,1,0,,0,0,1,0,0,1,0
0,1,30,8,1,5,12000,,1,0,0,0,1,1,1,,0,0,1,0,0,1,0
1,0,55,2,0,50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,0
1,1,27,3,0,,4800,,1,0,1,0,0,1,0,,0,0,0,0,0,1,0
0,1,65,2,0,,6000,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0
0,1,23,3,0,,6000,,1,0,1,0,0,1,0,,0,0,0,0,0,0,1
0,0,21,6,1,,4800,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,24,3,0,,4000,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,53,2,0,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,21,3,0,,4800,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,35,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
0,1,63,3,0,10,7000,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
0,0,42,8,1,,2000,0,1,0,0,0,1,1,0,,0,0,0,0,0,,0
1,0,29,5,0,20,8000,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,0
0,0,80,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,43,2,1,40,3600,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,43,3,0,,6000,,0,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,1,56,6,1,,12000,,0,0,0,1,0,1,1,,0,0,0,0,0,1,0
1,0,66,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,52,8,0,20,20000,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1,0,42,2,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,40,2,1,,3600,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,0,18,6,1,20,4000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,35,3,1,30,4800,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,78,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,26,3,1,,4700,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,35,3,0,5,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,74,2,0,20,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,23,3,1,,0,,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
1,0,42,3,1,,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,87,0,1,,2400,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,46,2,0,,16000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,51,3,1,,6000,1,1,0,1,0,0,1,1,,0,0,1,0,0,0,1
1,1,23,3,0,20,6000,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,74,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,55,3,1,30,7600,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,1,45,2,0,45,6000,0,0,1,0,0,0,1,0,,1,0,1,0,0,1,0
0,1,38,3,1,,10000,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,26,6,0,15,1000,,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
1,1,38,2,1,,2000,,1,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,33,9,1,0,10000,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0
1,1,80,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,63,3,1,,800,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,26,2,1,,8400,1,1,1,0,0,0,0,0,,0,1,1,0,0,1,0
1,1,31,3,0,,8000,0,0,0,1,0,0,0,0,,0,1,1,0,0,,0
0,1,27,8,0,20,12000,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
0,1,39,2,1,0,12000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,26,8,0,25,9600,,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
1,0,34,8,0,30,10000,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,67,3,1,5,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,66,8,0,30,30000,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
1,0,46,2,1,,1600,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,26,6,0,0,9000,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0,18,6,0,,4000,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,83,0,1,,6000,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,32,6,1,45,1500,,1,0,0,1,0,1,0,,0,0,0,0,0,1,0
0,0,52,6,1,15,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,,0
0,0,47,6,1,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,61,3,0,20,6000,0,0,0,1,0,0,1,0,,0,0,0,0,0,,0
0,0,42,8,1,,8000,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0,47,3,1,0,6800,,1,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,0,89,0,1,15,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,66,2,0,30,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,23,6,0,,10000,1,1,0,0,1,0,0,0,,0,1,1,0,0,,0
1,1,65,2,0,40,0,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,72,2,1,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,55,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,61,2,0,,7200,0,0,1,0,0,0,1,0,,0,0,1,0,0,,0
1,0,19,3,1,30,5400,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,61,2,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,52,5,0,,250,,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
1,0,60,2,0,,0,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,79,2,1,,0,,0,1,0,0,0,0,0,,0,1,1,0,0,0,0
1,0,33,2,1,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,18,3,0,,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,27,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,40,6,1,,10000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,67,2,1,20,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,42,8,0,,34000,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,1,39,2,1,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,40,2,0,,2000,,1,1,0,0,0,0,0,,0,1,0,0,0,,0
1,1,51,3,1,10,4800,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
1,1,52,6,0,,12000,,0,0,0,1,0,1,0,0,0,0,1,0,0,,0
1,0,70,3,1,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,30,3,0,40,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,72,2,1,20,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,31,6,0,,0,0,0,0,0,1,0,1,0,,0,0,1,0,0,0,0
0,0,38,3,0,10,0,,1,0,1,0,0,1,0,,0,0,0,0,0,,0
0,0,32,3,0,,4800,,0,0,1,0,0,0,0,1,0,1,1,1,0,,0
1,1,53,3,0,,1200,,0,0,1,0,0,1,0,,0,0,0,0,0,0,0
0,1,46,6,1,,2800,,0,0,0,1,0,1,0,,0,0,0,0,0,,0
1,0,53,2,1,15,150,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,38,6,0,5,6000,,1,0,0,1,0,0,0,,0,1,1,0,0,,0
1,0,62,2,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
0,1,38,8,0,15,0,,0,0,0,0,1,1,1,,0,0,0,0,0,1,0
1,1,20,6,1,0,0,,1,0,0,1,0,0,1,,0,1,1,0,0,,0
1,0,25,6,0,,0,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,48,2,1,,0,,0,1,0,0,0,0,0,,1,0,0,0,0,1,0
0,1,85,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,50,6,0,10,8000,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,35,3,0,,7200,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,20,6,0,,0,,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,1,51,2,0,10,8400,0,1,1,0,0,0,1,1,,0,1,1,0,0,1,0
1,0,88,3,0,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,80,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,63,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,47,3,0,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,68,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,40,2,1,,14000,0,1,1,0,0,0,1,0,,0,0,1,0,0,,0
0,0,25,6,1,15,7000,,1,0,0,1,0,0,0,,1,0,0,0,0,0,0
1,0,20,6,1,0,0,,1,0,0,1,0,0,1,,0,0,1,0,0,0,0
1,0,39,3,1,25,200,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,50,8,0,20,20000,,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
1,0,55,3,0,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,23,3,1,,7200,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,27,3,0,,7200,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0
0,0,31,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,52,2,1,0,0,,0,1,0,0,0,0,0,0,0,1,1,1,0,,0
1,1,44,3,0,,12800,,0,0,1,0,0,1,0,,0,1,1,0,0,,0
1,1,51,2,0,0,833.3333333,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,32,6,1,,4000,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,0
0,0,39,6,1,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,21,8,0,,0,,1,0,0,0,1,0,1,1,0,0,0,0,0,,0
1,0,27,3,0,,4000,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,61,3,1,5,2800,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,48,2,1,,400,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,28,8,0,40,2000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,58,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,25,6,0,25,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,40,6,1,,6200,0,1,0,0,1,0,1,0,,0,0,1,0,0,0,0
1,0,77,2,0,,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,1,24,3,0,,4000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,41,2,1,,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,,0
1,0,87,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,56,3,0,15,6000,,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
1,0,62,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,60,3,1,,4800,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,45,6,1,,0,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
1,0,73,2,0,,2000,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,32,6,1,,800,,1,0,0,1,0,0,0,,1,0,0,0,0,,0
1,0,27,2,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,44,2,0,,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0
0,0,19,6,0,10,4400,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,35,8,1,20,5600,,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,51,2,1,0,3000,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,0
1,0,85,2,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,34,3,0,0,1600,1,1,0,1,0,0,1,0,1,0,0,1,0,0,,0
0,0,46,7,0,40,4800,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,65,2,0,,1666.666667,0,1,1,0,0,0,0,0,,0,1,0,0,0,,0
0,0,38,8,0,20,6000,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
0,0,26,8,0,30,10000,,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,41,2,0,,6000,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,27,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,34,7,1,,2000,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,1,22,6,0,5,25000,,1,0,0,1,0,0,0,,0,0,1,0,0,0,0
1,0,60,8,0,,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,43,2,1,10,4000,0,1,1,0,0,0,0,0,,0,1,1,0,0,0,0
0,1,35,8,0,10,18000,,1,0,0,0,1,1,0,,0,0,0,0,0,1,0
1,0,33,2,0,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,65,2,0,0,1600,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,37,3,1,,6000,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,46,2,0,30,4800,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,25,6,1,0,6000,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0
1,0,21,6,0,,2800,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,55,0,0,,1200,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,33,8,1,30,10000,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,39,8,0,,7000,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,0,21,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,25,6,0,,1200,,0,0,0,1,0,0,0,,0,0,1,0,0,,0
0,0,22,8,0,15,0,,1,0,0,0,1,0,1,,0,0,0,0,0,0,0
1,1,20,6,0,,2800,,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,1,33,3,0,15,4800,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,42,3,1,30,1600,,0,0,1,0,0,1,0,,0,1,1,0,0,,0
0,0,40,0,1,,2400,0,0,0,0,0,0,0,0,,0,0,1,0,0,,0
0,1,30,6,0,5,40000,,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
1,1,82,0,0,40,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,28,8,0,40,20000,,1,0,0,0,1,0,0,,0,0,0,0,0,1,0
1,0,45,6,0,40,7000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,2,0,,0,,1,1,0,0,0,0,0,,0,0,1,0,0,,0
1,0,31,2,1,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,35,3,0,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,28,8,0,20,6800,,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1,1,35,3,0,,3200,,1,0,1,0,0,0,0,,0,1,1,0,0,,0
1,0,18,8,0,30,800,0,1,0,0,0,1,0,0,,0,0,0,0,0,,0
0,0,29,6,0,,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,1,60,2,1,,15200,0,0,1,0,0,0,1,0,,0,0,0,0,0,1,0
1,1,81,0,0,,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,45,3,0,20,4000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,39,3,1,0,2000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,31,3,1,,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
0,1,74,3,0,10,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
